Comp_ID,ES_ID,Exp_ID,Study_ID,First_author,Year,Journal_ID,J_abbr_name,J_IF,animal,Strain,Dam_intake_measured,Dam_VitMin_eql,Dam_AdLib_contr,Dam_AdLib_exp,Dam_caloric_restr,Dam_choice_diet,Dam_diet_code_contr,Dam_diet_code_exp,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_start_exp_dPC_RAT,Dam_diet_end_exp_dPC_RAT,Dam_diet_lactation_incl,Dam_age_mating_d,Dam_N_contr,Dam_N_exp,Temperature,Photoperiod,Litter_size,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Offspr_housing,Offspr_diet_code,Offspr_choice_diet,Offspr_diet_start_dPC,Intake_age_dPC,TBodyweight_age_dPC,Intake_duration,RelIntake_mean_contr,RelIntake_SE_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_SE_exp,RelIntake_N_exp,RelIntake_Cd,RelIntake_Hd,RelIntake_HdVar,Bodyweight_mean_contr,Bodyweight_SE_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_SE_exp,Bodyweight_N_exp,Bodyweight_Cd,Bodyweight_Hd,Bodyweight_HdVar,AbsIntake_mean_contr,AbsIntake_SE_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_SE_exp,AbsIntake_N_exp,AbsIntake_Cd,AbsIntake_Hd,AbsIntake_HdVar,RelIntake2_mean_contr,RelIntake2_SE_contr,RelIntake_N_contr,RelIntake2_mean_exp,RelIntake2_SE_exp,RelIntake_N_exp,RelIntake2_Cd,RelIntake2_Hd,RelIntake2_HdVar,Offspr_data_source,Comments,Preference,IntakeTBW_SE_imputed,TBodyweight_SE_imputed,Comments,Original_measur_units,Paper_topic,Suppl_files
Comp0705,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,64,64,2,0.3639,0.0086,11,0.3697,0.0126,11,0.160,0.154,0.182,197.47,4.43,16,212.66,4.43,16,0.857,0.835,0.137,71.87,2.34,11,78.62,3.15,11,0.734,0.706,0.194,1.364,0.054,11.000,1.412,0.064,11.000,0.242,0.233,0.183,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0706,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,66,66,2,0.3063,0.0028,11,0.3299,0.0111,11,0.877,0.843,0.200,232.28,1.27,16,243.67,5.06,16,0.772,0.752,0.134,71.16,0.76,11,80.39,3.18,11,1.204,1.158,0.215,1.196,0.014,11.000,1.303,0.058,11.000,0.764,0.735,0.195,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0707,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,69,69,3,0.2897,0.0124,11,0.3109,0.0121,11,0.522,0.503,0.188,247.47,1.90,16,262.03,4.43,16,1.068,1.041,0.143,71.69,3.12,11,81.46,3.45,11,0.896,0.862,0.200,1.149,0.051,11.000,1.251,0.057,11.000,0.569,0.547,0.189,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0708,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,71,71,2,0.2898,0.0040,11,0.3129,0.0165,11,0.579,0.557,0.190,264.56,3.16,16,284.18,6.33,16,0.980,0.956,0.140,76.66,1.40,11,88.92,5.10,11,0.988,0.951,0.204,1.169,0.026,11.000,1.285,0.079,11.000,0.596,0.573,0.190,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0709,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,73,73,2,0.2654,0.0033,11,0.2770,0.0062,11,0.705,0.678,0.193,296.20,2.53,16,315.82,6.96,16,0.936,0.913,0.139,78.62,1.19,11,87.50,2.75,11,1.264,1.216,0.219,1.101,0.019,11.000,1.168,0.045,11.000,0.585,0.562,0.190,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0710,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,76,76,3,0.2557,0.0047,11,0.2614,0.0105,11,0.213,0.205,0.183,315.82,5.06,16,336.08,6.96,16,0.832,0.811,0.136,80.75,1.96,11,87.85,3.97,11,0.684,0.658,0.193,1.078,0.031,11.000,1.119,0.056,11.000,0.277,0.266,0.184,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0711,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,78,78,2,0.2442,0.0127,11,0.2799,0.0112,11,0.900,0.866,0.201,333.54,4.43,16,355.70,7.59,16,0.891,0.868,0.138,81.46,4.36,11,99.57,4.52,11,1.230,1.183,0.217,1.044,0.058,11.000,1.216,0.061,11.000,0.875,0.842,0.200,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0712,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,81,81,3,0.2465,0.0101,11,0.2503,0.0111,11,0.105,0.101,0.182,361.39,5.70,16,382.28,8.23,16,0.738,0.719,0.134,89.09,3.92,11,95.67,4.73,11,0.456,0.439,0.187,1.075,0.050,11.000,1.107,0.060,11.000,0.173,0.167,0.183,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0713,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,83,83,2,0.2251,0.0073,11,0.2467,0.0161,11,0.522,0.502,0.188,375.32,5.06,16,399.37,6.33,16,1.049,1.023,0.142,84.48,2.96,11,98.51,6.60,11,0.827,0.796,0.198,0.991,0.037,11.000,1.103,0.076,11.000,0.565,0.543,0.189,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0714,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,85,85,2,0.2164,0.0066,11,0.2628,0.0175,11,1.061,1.021,0.208,387.98,5.06,16,412.66,7.59,16,0.956,0.932,0.139,83.94,2.78,11,108.46,7.48,11,1.310,1.260,0.222,0.960,0.034,11.000,1.185,0.085,11.000,1.049,1.009,0.207,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0715,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,88,88,3,0.2208,0.0130,11,0.2450,0.0083,11,0.669,0.644,0.192,405.06,7.60,16,435.44,6.96,16,1.042,1.016,0.142,89.45,5.51,11,106.68,4.01,11,1.078,1.038,0.209,0.991,0.064,11.000,1.119,0.046,11.000,0.698,0.672,0.193,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0716,ES155,Exp092,Study057,Walker,2008,J027,Ann NY Acad Sci,3.155,rat,Sprague-Dawley,yes,yes,yes,yes,0,0,std_CA1,HF_CA1,1,43,1,43,1,,5,5,,,,,,FM,individual,std_CA1,0,43,90,90,2,0.2277,0.0117,11,0.2235,0.0117,11,-0.110,-0.106,0.182,417.72,6.96,16,448.73,7.60,16,1.064,1.037,0.143,95.13,5.13,11,100.28,5.52,11,0.291,0.280,0.184,1.030,0.058,11.000,1.029,0.059,11.000,-0.005,-0.005,0.182,Fig4A,CD vs. HF,1,0,0,"no data on dams age, temperature, photoperiod, culling etc.",kcal/day,1,calculations_MAME_FB_Comp0697to0716
Comp0812,ES184,Exp109,Study070,Oliveira,2011,J035,Lipids,2.129,rat,Wistar,yes,yes,yes,yes,0,0,CR1Nuvital_BR,HLNuvital_BR,1,43,1,43,1,95,5,5,,,8,yes,no,F,group,CR1Nuvital_BR,0,43,107,107,5,0.0744,0.0208,10,0.0932,0.0385,10,0.192,0.184,0.201,323.91,25.67,10,377.52,33.98,10,0.563,0.539,0.208,24.11,6.99,10,35.19,14.88,10,0.301,0.289,0.202,0.316,0.095,10.000,0.411,0.178,10.000,0.211,0.202,0.201,Fig1,"C vs. HL, body weight on day 113 ",0,0,0,no data on temperature and photperiod,g/g/day,1,calculations_MAME_FB_Comp0811to0812
Comp0852,ES190,Exp113,Study073,Kozak,2000,J036,Dev Brain Res,0.000,rat,Long-Evans,no,yes,yes,yes,0,0,contr_FR1,HC_FR1,-7,43,-7,43,1,,15,15,22,12,8,yes,yes,M,individual,contr_FR1,0,43,210,210,1,0.1588,0.1212,12,0.1620,0.0856,12,0.009,0.008,0.167,510.00,17.70,33,495.20,8.70,25,-0.181,-0.178,0.071,81.00,61.86,12,80.22,42.43,12,-0.004,-0.004,0.167,0.755,0.577,12.000,0.764,0.404,12.000,0.005,0.005,0.167,Fig2,"Control vs. HC, 0 NPY injection",0,0,0,"no data on dams age, food intake over 6h only - extrapolated to 24h",g/day,0,calculations_MAME_FB_Comp0852to0857
Comp0853,ES191,Exp113,Study073,Kozak,2000,J036,Dev Brain Res,0.000,rat,Long-Evans,no,yes,yes,yes,0,0,contr_FR1,HF_FR1,-7,43,-7,43,1,,15,15,22,12,8,yes,yes,M,individual,contr_FR1,0,43,210,210,1,0.1588,0.1212,12,0.1922,0.3505,12,0.037,0.036,0.167,510.00,17.70,33,442.80,8.40,24,-0.820,-0.808,0.078,81.00,61.86,12,85.12,155.22,12,0.010,0.010,0.167,0.755,0.577,12.000,0.882,1.608,12.000,0.030,0.029,0.167,Fig2,"Control vs. HF, 0 NPY injection",0,0,0,"no data on dams age, food intake over 6h only - extrapolated to 24h",g/day,0,calculations_MAME_FB_Comp0852to0857
Comp0854,ES192,Exp114,Study074,Kozak,2005,J034,Eur J Neurosci,3.631,rat,Long-Evans,no,yes,yes,yes,0,0,contr_FR1,HC_FR1,-7,43,-7,43,1,,15,15,22,12,8,yes,yes,M,individual,contr_FR1,0,43,57,53,5,0.4693,0.0029,12,0.4727,0.0031,12,0.330,0.318,0.169,85.57,1.99,33,80.60,1.99,25,-0.460,-0.454,0.072,40.16,0.97,12,38.10,0.97,12,-0.613,-0.592,0.175,1.427,0.048,12.000,1.416,0.050,12.000,-0.065,-0.062,0.167,textp2890,Control vs. HC,1,0,0,"no data on dams age, same animals as in Kozak 2000, body weights from Kozak 2000",kcal/day,0,calculations_MAME_FB_Comp0852to0857
Comp0855,ES193,Exp114,Study074,Kozak,2005,J034,Eur J Neurosci,3.631,rat,Long-Evans,no,yes,yes,yes,0,0,contr_FR1,HF_FR1,-7,43,-7,43,1,,15,15,22,12,8,yes,yes,M,individual,contr_FR1,0,43,57,53,5,0.4693,0.0029,12,0.5662,0.0055,12,6.394,6.174,1.033,85.57,1.99,33,58.71,1.99,24,-2.496,-2.462,0.127,40.16,0.97,12,33.24,1.17,12,-1.860,-1.796,0.240,1.427,0.048,12.000,1.567,0.077,12.000,0.632,0.610,0.175,textp2890,Control vs. HF,1,0,0,"no data on dams age, same animals as in Kozak 2000, body weights from Kozak 2000",kcal/day,0,calculations_MAME_FB_Comp0852to0857
Comp0856,ES192,Exp114,Study074,Kozak,2005,J034,Eur J Neurosci,3.631,rat,Long-Evans,no,yes,yes,yes,0,0,contr_FR1,HC_FR1,-7,43,-7,43,1,,15,15,22,12,8,yes,yes,M,individual,contr_FR1,0,43,122,126,5,0.1950,0.0025,12,0.2046,0.0015,12,1.327,1.282,0.204,383.09,1.00,33,385.08,2.99,25,0.186,0.184,0.071,74.72,0.99,12,78.80,0.84,12,1.281,1.237,0.201,0.863,0.012,12.000,0.906,0.012,12.000,1.065,1.028,0.191,textp2890,Control vs. HC,1,0,0,"no data on dams age, same animals as in Kozak 2000, body weights from Kozak 2000",kcal/day,0,calculations_MAME_FB_Comp0852to0857
Comp0857,ES193,Exp114,Study074,Kozak,2005,J034,Eur J Neurosci,3.631,rat,Long-Evans,no,yes,yes,yes,0,0,contr_FR1,HF_FR1,-7,43,-7,43,1,,15,15,22,12,8,yes,yes,M,individual,contr_FR1,0,43,122,126,5,0.1950,0.0025,12,0.2189,0.0014,12,3.364,3.248,0.406,383.09,1.00,33,349.25,2.98,24,-3.249,-3.204,0.165,74.72,0.99,12,76.44,0.81,12,0.548,0.529,0.173,0.863,0.012,12.000,0.946,0.013,12.000,1.954,1.886,0.248,textp2890,Control vs. HF,1,0,0,"no data on dams age, same animals as in Kozak 2000, body weights from Kozak 2000",kcal/day,0,calculations_MAME_FB_Comp0852to0857
Comp0858,ES194,Exp115,Study075,Ferezou-Viala,2007,J004,Am J Physiol Regul Integr Comp Physiol,3.284,rat,Wistar,no,yes,yes,yes,0,0,contr_FR2,HF_FR2,-35,43,-35,43,1,112,13,12,22,12,10,yes,no,M,individual,contr_FR2,0,43,92,92,28,0.2619,0.0117,12,0.2709,0.0118,11,0.227,0.219,0.175,342.50,6.60,9,340.70,10.20,9,-0.070,-0.067,0.222,89.70,4.35,12,92.30,4.87,11,0.167,0.161,0.175,1.127,0.059,12.000,1.164,0.071,11.000,0.170,0.164,0.175,Tab2,Control vs. High-fat,0,0,0, body weights Tab3 dayPG 92,kcal/day,0,calculations_MAME_FB_Comp0858to0861
Comp0859,ES195,Exp115,Study075,Ferezou-Viala,2007,J004,Am J Physiol Regul Integr Comp Physiol,3.284,rat,Wistar,no,yes,yes,yes,0,0,contr_FR2,HF_FR2,-35,43,-35,43,1,112,13,12,22,12,10,yes,no,M,individual,HF_FR2,0,43,92,92,28,0.2257,0.0086,12,0.2683,0.0127,11,1.181,1.139,0.205,401.40,12.40,9,350.30,13.40,9,-1.319,-1.257,0.272,90.60,4.43,12,94.00,5.71,11,0.198,0.191,0.175,1.010,0.058,12.000,1.161,0.083,11.000,0.626,0.603,0.183,Tab2,Control vs. High-fat,0,0,0, body weights Tab3 dayPG 92,kcal/day,0,calculations_MAME_FB_Comp0858to0861
Comp0860,ES196,Exp116,Study075,Ferezou-Viala,2007,J004,Am J Physiol Regul Integr Comp Physiol,3.284,rat,Wistar,no,yes,yes,yes,0,0,contr_FR2,HF_FR2,-35,43,-35,43,1,112,13,12,22,12,10,yes,no,F,individual,contr_FR1,0,43,92,92,28,0.3204,0.0125,12,0.3536,0.0142,12,0.716,0.691,0.178,219.70,3.50,9,210.40,4.20,9,-0.802,-0.764,0.240,70.40,2.96,12,74.40,3.34,12,0.366,0.353,0.170,1.234,0.055,12.000,1.347,0.066,12.000,0.534,0.516,0.173,Tab2,Control vs. High-fat,0,0,0, body weights Tab3 dayPG 92,kcal/day,0,calculations_MAME_FB_Comp0858to0861
Comp0861,ES197,Exp116,Study075,Ferezou-Viala,2007,J004,Am J Physiol Regul Integr Comp Physiol,3.284,rat,Wistar,no,yes,yes,yes,0,0,contr_FR2,HF_FR2,-35,43,-35,43,1,112,13,12,22,12,10,yes,no,F,individual,HF_FR2,0,43,92,92,28,0.2538,0.0059,12,0.3421,0.0291,12,1.215,1.173,0.198,231.30,4.00,9,217.20,6.60,9,-0.861,-0.820,0.243,58.70,1.69,12,74.30,6.71,12,0.920,0.889,0.185,0.990,0.033,12.000,1.313,0.125,12.000,1.020,0.985,0.189,Tab2,Control vs. High-fat,0,0,0, body weights Tab3 dayPG 92,kcal/day,0,calculations_MAME_FB_Comp0858to0861
Comp0862,ES198,Exp117,Study076,Couvreur,2011,J011,Plos ONE,4.092,rat,Wistar,yes,yes,yes,yes,0,0,contr_FR3,pal_FR3,-42,50,-42,50,1,98,12,12,22,12,10,yes,no,M,group,contr_FR3,0,50,92,92,28,0.1921,0.0078,16,0.1852,0.0129,16,-0.163,-0.159,0.125,453.90,17.07,20,449.36,19.76,20,-0.055,-0.054,0.100,87.20,4.82,16,83.20,6.86,16,-0.169,-0.165,0.125,0.887,0.059,16.000,0.852,0.080,16.000,-0.122,-0.119,0.125,Tab2,CC vs. CP,0,0,0,Experiment 1,kcal/day,0,calculations_MAME_FB_Comp0862to0867
Comp0863,ES199,Exp117,Study076,Couvreur,2011,J011,Plos ONE,4.092,rat,Wistar,yes,yes,yes,yes,0,0,contr_FR3,pal_FR3,-42,50,-42,50,1,98,12,12,22,12,10,yes,no,M,group,pal_FR3,0,50,92,92,28,0.1928,0.0077,16,0.1766,0.0084,16,-0.501,-0.488,0.129,514.04,18.04,20,500.43,19.05,20,-0.164,-0.161,0.100,99.10,5.27,16,88.40,5.38,16,-0.502,-0.490,0.129,0.918,0.059,16.000,0.836,0.060,16.000,-0.348,-0.339,0.127,Tab2,PC vs. PP,0,0,0,Experiment 1,kcal/day,0,calculations_MAME_FB_Comp0862to0867
Comp0864,ES200,Exp118,Study076,Couvreur,2011,J011,Plos ONE,4.092,rat,Wistar,yes,yes,yes,yes,0,0,contr_FR3,HF_FR3,-42,48,-42,48,1,98,14,14,22,12,10,yes,no,M,group,contr_FR3,0,97,134,134,37,0.1870,0.0040,21,0.2090,0.0040,21,1.200,1.178,0.113,483.00,12.00,21,417.00,11.00,21,-1.251,-1.228,0.114,90.32,2.96,21,87.15,2.84,21,-0.238,-0.234,0.096,0.877,0.036,21.000,0.944,0.040,21.000,0.391,0.383,0.097,Tab5,MCC vs. MCH,0,0,0,Experiment 2,kcal/g/day,0,calculations_MAME_FB_Comp0862to0867
Comp0865,ES201,Exp118,Study076,Couvreur,2011,J011,Plos ONE,4.092,rat,Wistar,yes,yes,yes,yes,0,0,contr_FR3,HF_FR3,-42,48,-42,48,1,98,14,14,22,12,10,yes,no,M,group,pal_FR3,0,97,134,134,37,0.1790,0.0070,22,0.2040,0.0050,29,0.845,0.832,0.087,546.00,15.00,22,459.00,9.00,29,-1.478,-1.456,0.102,97.73,4.67,22,93.64,2.94,29,-0.219,-0.216,0.080,0.865,0.048,22.000,0.944,0.035,29.000,0.387,0.381,0.081,Tab5,MPC vs. MPH,0,0,0,Experiment 2,kcal/g/day,0,calculations_MAME_FB_Comp0862to0867
Comp0866,ES202,Exp119,Study076,Couvreur,2011,J011,Plos ONE,4.092,rat,Wistar,yes,yes,yes,yes,0,0,contr_FR3,HF_FR3,-42,48,-42,48,1,98,14,14,22,12,10,yes,no,F,group,contr_FR3,0,97,134,134,37,0.2470,0.0070,18,0.2400,0.0050,24,-0.261,-0.256,0.098,266.00,6.00,18,248.00,4.00,24,-0.808,-0.793,0.105,65.70,2.38,18,59.52,1.57,24,-0.703,-0.690,0.103,0.998,0.043,18.000,0.952,0.029,24.000,-0.281,-0.275,0.098,Tab5,MCC vs. MCH,0,0,0,Experiment 2,kcal/g/day,0,calculations_MAME_FB_Comp0862to0867
Comp0867,ES203,Exp119,Study076,Couvreur,2011,J011,Plos ONE,4.092,rat,Wistar,yes,yes,yes,yes,0,0,contr_FR3,HF_FR3,-42,48,-42,48,1,98,14,14,22,12,10,yes,no,F,group,pal_FR3,0,97,134,134,37,0.2160,0.0110,18,0.2290,0.0060,29,0.339,0.333,0.091,317.00,10.00,18,265.00,5.00,29,-1.546,-1.520,0.116,68.47,4.10,18,60.69,1.96,29,-0.575,-0.565,0.094,0.911,0.062,18.000,0.924,0.035,29.000,0.058,0.057,0.090,Tab5,MPC vs. MPH,0,0,0,Experiment 2,kcal/g/day,0,calculations_MAME_FB_Comp0862to0867
Comp0889,ES205,Exp122,Study079,Bouanane,2010,J038,Metab Clin Exp,0.000,rat,Wistar,yes,no,yes,yes,0,1,stdUAR_FR,caf_FR,1,43,1,43,1,,10,10,25,12,8,yes,no,M,individual,stdUAR_FR,0,43,112,112,69,0.1978,0.0093,10,0.2490,0.0110,10,1.588,1.521,0.264,346.00,13.60,10,486.00,8.85,10,3.858,3.695,0.579,68.45,4.21,10,121.00,5.76,10,3.294,3.155,0.476,0.853,0.062,10.000,1.169,0.060,10.000,1.639,1.569,0.268,Tab2,CC vs. OC,0,0,0,no data on dams age,kcal/day,0,calculations_MAME_FB_Comp0889to0890
Comp0890,ES206,Exp122,Study079,Bouanane,2010,J038,Metab Clin Exp,0.000,rat,Wistar,yes,no,yes,yes,0,1,stdUAR_FR,caf_FR,1,43,1,43,1,,10,10,25,12,8,yes,no,M,individual,caf_FR,1,43,112,112,69,0.2685,0.0103,10,0.2774,0.0109,10,0.266,0.255,0.202,478.00,10.44,10,567.00,14.86,10,2.192,2.099,0.322,128.34,5.66,10,157.29,7.43,10,1.387,1.328,0.249,1.255,0.062,10.000,1.354,0.073,10.000,0.459,0.440,0.205,Tab2,CCAF vs. OCAF,0,0,0,no data on dams age,kcal/day,0,calculations_MAME_FB_Comp0889to0890
Comp0969,ES224,Exp038,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,22,1,22,0,91,6,6,20,14,13,no,no,FM,group,RM3v1,0,43,50,50,7,0.4682,0.0159,36,0.4921,0.0218,36,0.209,0.207,0.056,95.92,2.69,36,85.63,3.02,36,-0.599,-0.593,0.058,44.91,1.98,36,42.14,2.38,36,-0.211,-0.209,0.056,1.465,0.076,36.000,1.497,0.100,36.000,0.059,0.059,0.056,raw,CCC vs. JCC,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
Comp0970,ES225,Exp038,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,43,1,43,1,91,6,6,20,14,13,no,no,FM,group,RM3v1,0,43,50,50,7,0.4682,0.0159,36,0.4375,0.0276,36,-0.228,-0.225,0.056,95.92,2.69,36,83.53,4.75,36,-0.535,-0.529,0.058,44.91,1.98,36,36.54,3.10,36,-0.536,-0.530,0.058,1.465,0.076,36.000,1.323,0.135,36.000,-0.216,-0.214,0.056,raw,CCC vs. JJC,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
Comp0971,ES226,Exp039,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,22,1,22,0,91,6,6,20,14,13,no,no,FM,group,JunkFood_UK1,1,43,50,50,7,0.6224,0.0388,36,0.6446,0.0269,36,0.111,0.110,0.056,87.47,3.69,36,72.00,2.28,36,-0.840,-0.831,0.060,54.44,4.10,36,46.41,2.43,36,-0.397,-0.393,0.057,1.903,0.164,36.000,1.878,0.115,36.000,-0.030,-0.030,0.056,raw,CCJ vs. JCJ,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
Comp0972,ES227,Exp039,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,43,1,43,1,91,6,6,20,14,13,no,no,FM,group,JunkFood_UK1,1,43,50,50,7,0.6224,0.0388,36,0.6225,0.0450,36,0.000,0.000,0.056,87.47,3.69,36,88.81,3.36,36,0.063,0.062,0.056,54.44,4.10,36,55.28,4.51,36,0.032,0.032,0.056,1.903,0.164,36.000,1.911,0.172,36.000,0.007,0.007,0.056,raw,CCJ vs. JJJ,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
Comp0973,ES224,Exp038,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,22,1,22,0,91,6,6,20,14,13,no,no,FM,group,RM3v1,0,43,57,57,7,0.4833,0.0375,36,0.4850,0.0391,36,0.007,0.007,0.056,144.25,10.14,36,134.48,9.81,36,-0.163,-0.161,0.056,69.72,7.30,36,65.22,7.10,36,-0.104,-0.103,0.056,1.675,0.211,36.000,1.652,0.216,36.000,-0.018,-0.018,0.056,raw,CCC vs. JCC,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
Comp0974,ES225,Exp038,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,43,1,43,1,91,6,6,20,14,13,no,no,FM,group,RM3v1,0,43,57,57,7,0.4833,0.0375,36,0.4613,0.0412,36,-0.093,-0.092,0.056,144.25,10.14,36,132.28,11.17,36,-0.187,-0.185,0.056,69.72,7.30,36,61.02,7.50,36,-0.196,-0.194,0.056,1.675,0.211,36.000,1.564,0.233,36.000,-0.083,-0.082,0.056,raw,CCC vs. JJC,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
Comp0975,ES226,Exp039,Study031,Bayol,2007,J005,Brit J Nutr,3.072,rat,Wistar,yes,no,yes,yes,0,1,RM3v1,JunkFood_UK1,1,22,1,22,0,91,6,6,20,14,13,no,no,FM,group,JunkFood_UK1,1,43,57,57,7,0.6150,0.0535,36,0.6033,0.0406,36,-0.041,-0.041,0.056,138.00,10.44,36,120.83,6.39,36,-0.330,-0.327,0.056,84.87,9.78,36,72.90,6.24,36,-0.243,-0.241,0.056,2.108,0.291,36.000,2.000,0.201,36.000,-0.072,-0.071,0.056,raw,CCJ vs. JCJ,1,0,0,"raw data from author request, originally Comp299to2302",kcal/day,1,calculations_MAME_FB_Comp0969to0996
