nr,ES_ID,Comp_ID,Exp_ID,Study_ID,First_author,Year,J_abbr_name,animal,Strain,Dam_choice_diet,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_lactation_incl,Dam_diet_duration,Dam_diet_code_contr,Dam_diet_contr_E,Dam_diet_contr_PNP_kcal,Dam_diet_code_exp,Dam_diet_exp_E,Dam_diet_exp_PNP_kcal,Offspr_diet_code,Offspr_diet_E,Offspr_diet_PNP_kcal,Offspr_diet_prot_pww,Offspr_diet_start_dPC,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Bodyweight_mean_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_N_exp,AbsIntake_mean_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_N_exp,RelIntake_mean_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_N_exp,RelIntake2_mean_contr,RelIntake2_mean_exp,Bodyweight_SE_contr,Bodyweight_SE_exp,AbsIntake_SE_contr,AbsIntake_SE_exp,RelIntake_SE_contr,RelIntake_SE_exp,RelIntake2_SE_contr,RelIntake2_SE_exp,Intake_age_dPC,Intake_duration,TBodyweight_age_dPC,Offspr_data_source,Comments,Original_measur_units,Suppl_files,Bodyweight_SD_contr,Bodyweight_SD_exp,AbsIntake_SD_contr,AbsIntake_SD_exp,RelIntake_SD_contr,RelIntake_SD_exp,RelIntake2_SD_contr,RelIntake2_SD_exp,Bodyweight_Cd,Bodyweight_Cd_Var,Bodyweight_Hd,Bodyweight_Hd_Var,AbsIntake_Cd,AbsIntake_Cd_Var,AbsIntake_Hd,AbsIntake_Hd_Var,RelIntake_Cd,RelIntake_Cd_Var,RelIntake_Hd,RelIntake_Hd_Var,RelIntake2_Cd,RelIntake2_Cd_Var,RelIntake2_Hd,RelIntake2_Hd_Var,Exp_ID_sex,shared_control,within_exp_id,control_id,Bodyweight_N_total,Intake_N_total,Bodyweight_Hd_Var_adj,RelIntake2_Hd_Var_adj,Bodyweight_Hd_Var_combined,RelIntake2_Hd_Var_combined
25,ES191,Comp0853,Exp113,Study073,Kozak,2000,Dev Brain Res,rat,Long-Evans,0,-7,43,1,50,contr_FR1,4.3,0.184615385,HF_FR1,6.47,0.125217391,contr_FR1,4.3,0.184615385,18,43,yes,yes,M,510,33,442.8,24,81,12,85.12,12,0.1588,12,0.1922,12,0.755,0.882,17.7,8.4,61.86,155.22,0.1212,0.3505,0.577,1.608,210,1,210,Fig2,"Control vs. HF, 0 NPY injection; no data on dams age, food intake over 6h only - extrapolated to 24h",g/day,calculations_MAME_FB_Comp0852to0857,101.6787588,41.15142768,214.2893259,537.6978527,0.419849116,1.214167616,1.998786632,5.570275397,-0.8196,0.0779,-0.8083,0.0757,0.0101,0.1667,0.0097,0.1554,0.0368,0.1667,0.0355,0.1554,0.0303,0.1667,0.0293,0.1554,Exp113_M,1,2,Exp113_M_1_SC,82,36,0.075953532,0.16667859,0.075953532,0.16667859
26,ES194,Comp0858,Exp115,Study075,Ferezou-Viala,2007,Am J Physiol Regul Integr Comp Physiol,rat,Wistar,0,-35,43,1,78,contr_FR2,3.75,0.271186441,HF_FR2,5.5,0.170212766,contr_FR2,3.75,0.271186441,20,43,yes,no,M,342.5,9,340.7,9,89.7,12,92.3,11,0.2619,12,0.2709,11,1.127,1.164,6.6,10.2,4.35,4.87,0.0117,0.0118,0.059,0.071,92,28,92,Tab2,Control vs. High-fat;  body weights Tab3 dayPG 92,kcal/day,calculations_MAME_FB_Comp0858to0861,19.8,30.6,15.06884203,16.15196273,0.040529989,0.039136173,0.204381995,0.23548036,-0.0698,0.2224,-0.0665,0.2017,0.1667,0.1748,0.1607,0.1624,0.2257,0.1754,0.2176,0.1629,0.1684,0.1749,0.1623,0.1624,Exp115_M,0,1,Exp115_M_0_1,18,23,0.222345063,0.174815061,0.222360418,0.174869598
27,ES202,Comp0866,Exp119,Study076,Couvreur,2011,Plos ONE,rat,Wistar,0,-42,48,1,90,contr_FR3,3.714,0.292275574,HF_FR3,5.713,0.148803539,contr_FR3,3.714,0.292275574,21,97,yes,no,F,266,18,248,24,65.7,18,59.52,24,0.247,18,0.24,24,0.998,0.952,6,4,2.38,1.57,0.007,0.005,0.043,0.029,134,37,134,Tab5,MCC vs. MCH; Experiment 2,kcal/g/day,calculations_MAME_FB_Comp0862to0867,25.45584412,19.59591794,10.09748484,7.691397792,0.029698485,0.024494897,0.18243355,0.142070405,-0.8081,0.105,-0.7928,0.1011,-0.7027,0.1031,-0.6894,0.0992,-0.2609,0.098,-0.256,0.0944,-0.2867,0.0982,-0.2812,0.0945,Exp119_F,0,1,Exp119_F_0_1,42,42,0.104704744,0.098163573,0.10507887,0.09821064
28,ES200,Comp0864,Exp118,Study076,Couvreur,2011,Plos ONE,rat,Wistar,0,-42,48,1,90,contr_FR3,3.714,0.292275574,HF_FR3,5.713,0.148803539,contr_FR3,3.714,0.292275574,21,97,yes,no,M,483,21,417,21,90.32,21,87.15,21,0.187,21,0.209,21,0.877,0.944,12,11,2.96,2.84,0.004,0.004,0.036,0.04,134,37,134,Tab5,MCC vs. MCH; Experiment 2,kcal/g/day,calculations_MAME_FB_Comp0862to0867,54.99090834,50.40833264,13.56442406,13.01451497,0.018330303,0.018330303,0.164972725,0.183303028,-1.2512,0.1139,-1.2276,0.1096,-0.2385,0.0959,-0.234,0.0923,1.2002,0.1124,1.1776,0.1082,0.3842,0.097,0.377,0.0934,Exp118_M,0,1,Exp118_M_0_1,42,42,0.113178592,0.096930107,0.114075617,0.097014708
29,ES198,Comp0862,Exp117,Study076,Couvreur,2011,Plos ONE,rat,Wistar,0,-42,50,1,92,contr_FR3,3.714,0.292275574,pal_FR3,3.919,0.170899313,contr_FR3,3.714,0.292275574,21,50,yes,no,M,453.9,20,449.36,20,87.2,16,83.2,16,0.1921,16,0.1852,16,0.887,0.852,17.07,19.76,4.82,6.86,0.0078,0.0129,0.059,0.08,92,28,92,Tab2,CC vs. CP; Experiment 1,kcal/day,calculations_MAME_FB_Comp0862to0867,76.33936075,88.36940647,19.28,27.44,0.0312,0.0516,0.236,0.32,-0.055,0.1,-0.0539,0.0961,-0.1687,0.1254,-0.1644,0.1192,-0.1618,0.1254,-0.1577,0.1192,-0.1245,0.1252,-0.1213,0.119,Exp117_M,0,1,Exp117_M_0_1,40,32,0.100036315,0.125229901,0.100038226,0.125245228
30,ES262,Comp1239,Exp143,Study091,Gugusheff,2013,J Dev Orig Health Disease,rat,Wistar,1,-35,22,0,57,contrSFAU1,3.65,0.280701754,JunkFoodAU1,5.055,0.089674499,contrSFAU1,3.65,0.280701754,20,42,yes,yes,M,479.25,5,414.56,5,214.8,6,184.56,6,0.4482,5,0.4452,5,2.097,2.009,14.26,18.52,9.62,10.48,0.015,0.0156,0.113,0.145,92,50,85,"text p351, Fig2","males: C-C vs. JF-C at 10 weeks, before self-selection diet; no info on age at mating",g/g/day,,31.88632936,41.41197894,23.56409133,25.6706525,0.03354102,0.03488266,0.252675681,0.324229857,-1.7504,0.5532,-1.581,0.4513,-1.2273,0.3961,-1.1329,0.3375,-0.0877,0.4004,-0.0792,0.3266,-0.3028,0.4046,-0.2735,0.3301,Exp143_M,0,1,Exp143_M_0_1,10,12,0.52497805,0.336450094,0.556222563,0.337073446
31,ES263,Comp1240,Exp143,Study091,Gugusheff,2013,J Dev Orig Health Disease,rat,Wistar,1,-35,22,0,57,contrSFAU1,3.65,0.280701754,JunkFoodAU1,5.055,0.089674499,contrSFAU1,3.65,0.280701754,20,42,yes,yes,F,330.66,5,278.69,5,154.05,6,160.36,6,0.4659,5,0.5754,5,1.987,2.351,5.19,10.9,5.91,8.6,0.0163,0.0211,0.082,0.156,92,50,85,"text p351, Fig2","females: C-C vs. JF-C at 10 weeks, before self-selection diet; no info on age at mating",g/g/day,,11.6051928,24.37314095,14.47648438,21.06561179,0.036447908,0.047181034,0.183357574,0.348826604,-2.7226,0.7706,-2.4591,0.6287,0.3491,0.3384,0.3223,0.2884,2.5974,0.7373,2.346,0.6015,1.3063,0.4853,1.1799,0.3959,Exp143_F,0,1,Exp143_F_0_1,10,12,0.702358641,0.391340167,0.777948301,0.402941534
32,ES295,Comp1348,Exp156,Study104,Jacobs,2014,Physiol Behav,rat,Wistar,1,-70,0,0,70,CR1NutriLab_BR,3.44,0.34375,CAF_BR,NA,NA,CR1NutriLab_BR,3.44,0.34375,22,42,yes,no,FM,174.95,10,167.8,10,77.06,10,75.63,10,0.4404,10,0.4507,10,1.602,1.622,6.41,8.92,0.19,1.47,0.0162,0.0255,0.059,0.092,111,70,111,Tab3,CON-CON vs. CAF-CON; ,g/day,calculations_MAME_FB_Comp1346_1348,20.2701998,28.20751673,0.600832755,4.64854816,0.051228898,0.08063808,0.186574382,0.290929545,-0.2911,0.2021,-0.2788,0.1854,-0.4315,0.2047,-0.4132,0.1877,0.1525,0.2006,0.146,0.184,0.0818,0.2002,0.0784,0.1836,Exp156_FM,1,1,Exp156_FM_1_SC,40,40,0.200971618,0.200076832,0.200971618,0.200076832
33,ES294,Comp1347,Exp156,Study104,Jacobs,2014,Physiol Behav,rat,Wistar,1,-70,42,1,112,CR1NutriLab_BR,3.44,0.34375,CAF_BR,NA,NA,CR1NutriLab_BR,3.44,0.34375,22,42,yes,no,FM,174.95,10,189.6,10,77.06,10,77.06,10,0.4404,10,0.4064,10,1.602,1.508,6.41,7.24,0.19,0.51,0.0162,0.0158,0.059,0.058,111,70,111,Tab3,CON-CON vs. CAF-CAF; ,g/day,calculations_MAME_FB_Comp1346_1348,20.2701998,22.89489026,0.600832755,1.612761607,0.051228898,0.049963987,0.186574382,0.183412104,0.6775,0.2115,0.6489,0.194,0,0.2,0,0.1835,-0.6719,0.2113,-0.6435,0.1938,-0.5081,0.2065,-0.4866,0.1894,Exp156_FM,1,2,Exp156_FM_1_SC,40,40,0.20526339,0.202959745,0.20526339,0.202959745
34,ES308,"Comp1459,Comp1460,Comp1461,Comp1462,Comp1463",Exp162,Study110,Mucellini,2014,Brit J Nutr,rat,Wistar,1,-150,42,1,192,CR1NutriLab_BR,3.44,0.34375,CAF_BR,NA,NA,CR1NutriLab_BR,3.44,0.34375,22,37,,yes,M,71.556,16,75.314,21,16.958,16,17.85,21,0.237,16,0.237,21,0.6888,0.697,2.070782461,2.124066854,0.491202606,0.504876222,0.010492378,0.010549502,0.029832868,0.0304171,126,70,126,"Fig2,3",CON-CON vs. CAF-CON; ,g/day,calculations_MAME_FB_Comp1459to1463,8.283129843,9.733697139,1.964810423,2.313633506,0.041969513,0.048343893,0.119331471,0.139388665,0.4111,0.1124,0.4023,0.1076,0.4109,0.1124,0.402,0.1076,0,0.1101,0,0.1054,0.0625,0.1102,0.0612,0.1055,Exp162_M,0,1,Exp162_M_0_1,37,37,0.112306146,0.110169662,0.112431123,0.110172554
35,ES293,Comp1346,Exp156,Study104,Jacobs,2014,Physiol Behav,rat,Wistar,1,0,42,1,42,CR1NutriLab_BR,3.44,0.34375,CAF_BR,NA,NA,CR1NutriLab_BR,3.44,0.34375,22,42,yes,no,FM,174.95,10,174.8,10,77.06,10,74.75,10,0.4404,10,0.4276,10,1.602,1.555,6.41,8.09,0.19,1.05,0.0162,0.0207,0.059,0.075,111,70,111,Tab3,CON-CON vs. CON-CAF; ,g/day,calculations_MAME_FB_Comp1346_1348,20.2701998,25.58282627,0.600832755,3.320391543,0.051228898,0.065459148,0.186574382,0.237170825,-0.0065,0.2,-0.0062,0.1835,-0.9681,0.2234,-0.9272,0.2049,-0.2178,0.2012,-0.2086,0.1845,-0.2203,0.2012,-0.211,0.1846,Exp156_FM,1,3,Exp156_FM_1_SC,40,40,0.200000481,0.200556513,0.200000481,0.200556513
36,ES184,Comp0812,Exp109,Study070,Oliveira,2011,Lipids,rat,Wistar,0,1,43,1,42,CR1Nuvital_BR,3.52,0.333333333,HLNuvital_BR,4.59,0.173913043,CR1Nuvital_BR,3.52,0.333333333,22,43,yes,no,F,323.91,10,377.52,10,24.11,10,35.19,10,0.0744,10,0.0932,10,0.316,0.411,25.67,33.98,6.99,14.88,0.0208,0.0385,0.095,0.178,107,5,107,Fig1,"C vs. HL, body weight on day 113 ; no data on temperature and photperiod",g/g/day,calculations_MAME_FB_Comp0811to0812,81.17566754,107.4541949,22.10432084,47.05469158,0.065775375,0.12174769,0.300416378,0.562885424,0.563,0.2079,0.5392,0.1907,0.3014,0.2023,0.2887,0.1855,0.1921,0.2009,0.184,0.1843,0.2106,0.2011,0.2017,0.1845,Exp109_F,0,1,Exp109_F_0_1,20,20,0.207268416,0.201017072,0.208076018,0.20113008
37,ES110,"Comp0503,Comp0505",Exp062,Study042,White,2009,Am J Physiol Regul Integr Comp Physiol,rat,Long-Evans,0,-28,43,1,71,D12450B,3.847,0.249431634,D12492,5.241,0.249940377,D12450B,3.847,0.249431634,19.2,43,yes,no,M,269.8,15,296.92,15,82.72,15,103.095,15,0.36665,15,0.42795,15,1.3965,1.664,7.488885097,8.302773633,3.36607338,5.466305882,0.014469451,0.022808989,0.065364363,0.101950969,148,105,113,"Fig5B,A","LF vs. HF; no info on temperature, used body weight from week6",g/day,calculations_MAME_FB_Comp0503to0508,29.00432726,32.15650401,13.03674614,21.17091165,0.056039941,0.088338836,0.253155091,0.394854404,0.8857,0.1464,0.8617,0.1386,1.1589,0.1557,1.1276,0.1474,0.8287,0.1448,0.8063,0.1371,0.8065,0.1442,0.7847,0.1365,Exp062_M,0,1,Exp062_M_0_1,30,30,0.145708782,0.143595902,0.146592742,0.144328942
38,ES104,Comp0497,Exp056,Study040,Page,2009,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,-30,43,1,73,D12450B,3.847,0.249431634,D12451,4.76,0.252631579,D12450B,3.847,0.249431634,19.2,43,yes,no,M,544,12,605,12,79.14,12,82.7,12,0.1455,12,0.1367,12,0.703,0.678,9.7,10.1,2.33,2.52,0.0034,0.0035,0.024,0.024,142,56,142,Table2,Control chow vs. HF chow; no info on dame age,kcal/day,calculations_MAME_FB_Comp0497to0498,33.60178567,34.98742631,8.071356763,8.72953607,0.011777945,0.012124356,0.083138439,0.083138439,1.7783,0.2326,1.717,0.2168,0.4235,0.1704,0.4089,0.1589,-0.7363,0.178,-0.7109,0.1659,-0.3007,0.1686,-0.2903,0.1571,Exp056_M,0,1,Exp056_M_0_1,24,24,0.228085188,0.168422377,0.233668689,0.168581987
39,ES322,Comp1498,Exp170,Study118,Turdi,2013,J Mol Cell Cardiol,mouse,FVB,0,2,42,1,40,D12450B,3.847,0.249431634,D12451,4.76,0.252631579,D12450B,3.847,0.249431634,19.2,42,no,no,M,26.7,14,29.1,14,14.64,14,16.36,14,0.5483,14,0.5621,14,1.246,1.306,0.8,1.3,1.19,0.31,0.0476,0.0273,0.108,0.063,162,120,162,Tab2,"MLPLvs. MHPL; diet codes from (Turdi, Hu,Ren 2013)",kcal/day,,2.993325909,4.864154603,4.45257229,1.15991379,0.178102892,0.102147247,0.404098998,0.235724415,0.5943,0.1492,0.577,0.1406,0.5287,0.1478,0.5133,0.1394,0.0951,0.143,0.0923,0.1348,0.1814,0.1434,0.1761,0.1352,Exp170_M,0,1,Exp170_M_0_1,28,28,0.148802304,0.143410914,0.149259624,0.143453512
40,ES328,"Comp1520,Comp1521,Comp1522,Comp1523,Comp1524,Comp1525,Comp1526,Comp1527,Comp1528,Comp1529,Comp1530,Comp1531,Comp1532,Comp1533,Comp1534,Comp1535,Comp1536",Exp174,Study120,Platt,2014,J Dev Orig Health Disease,mouse,ICR,0,-28,35,1,63,D12450B,3.847,0.249431634,D12492,5.241,0.249940377,D12450B,3.847,0.249431634,19.2,35,yes,no,M,40.82764706,16,41.84882353,11,14.85058824,16,13.74470588,11,0.371358824,16,0.339005882,11,0.930588235,0.852411765,1.802188212,2.201671825,0.357474804,0.504270002,0.016747221,0.018373286,0.042758556,0.047582745,378,329,378,raw_data,10MLard vs. 60MLard; lard-fed groups only (most common treatment),g/day,calculations_MAME_FB_Comp1503to1536,7.20875285,7.302119354,1.429899215,1.672474391,0.066988884,0.060937297,0.171034224,0.157814113,0.1409,0.1538,0.1367,0.1446,-0.7221,0.1631,-0.7002,0.1533,-0.5005,0.158,-0.4854,0.1486,-0.4713,0.1575,-0.457,0.1481,Exp174_M,1,1,Exp174_M_1_SC,42,42,0.153631554,0.155895389,0.153631554,0.155895389
41,ES327,"Comp1503,Comp1504,Comp1505,Comp1506,Comp1507,Comp1508,Comp1509,Comp1510,Comp1511,Comp1512,Comp1513,Comp1514,Comp1515,Comp1516,Comp1517,Comp1518,Comp1519",Exp174,Study120,Platt,2014,J Dev Orig Health Disease,mouse,ICR,0,-28,35,1,63,D12450B,3.847,0.249431634,D12451,4.76,0.252631579,D12450B,3.847,0.249431634,19.2,35,yes,no,M,40.82764706,16,43.20117647,15,14.85058824,16,13.51647059,15,0.371358824,16,0.3244,15,0.930588235,0.821058824,1.802188212,2.367886871,0.357474804,0.218416763,0.016747221,0.015281611,0.042758556,0.03963139,378,329,378,raw_data,10MLard vs. 45MLard; lard-fed groups only (most common treatment),g/day,calculations_MAME_FB_Comp1503to1536,7.20875285,9.170786418,1.429899215,0.845924486,0.066988884,0.059185426,0.171034224,0.153491713,0.2889,0.1305,0.2814,0.1238,-1.1263,0.1496,-1.0969,0.1419,-0.7414,0.138,-0.722,0.1309,-0.6728,0.1365,-0.6552,0.1294,Exp174_M,1,2,Exp174_M_1_SC,42,42,0.130109357,0.134277227,0.130109357,0.134277227
42,ES323,Comp1499,Exp170,Study118,Turdi,2013,J Mol Cell Cardiol,mouse,FVB,0,2,42,1,40,D12450B,3.847,0.249431634,D12451,4.76,0.252631579,D12451,4.76,0.252631579,24,42,no,no,M,30.9,14,38.1,17,14.45,14,15.24,17,0.4676,14,0.3999,17,1.102,0.993,0.7,1.5,0.5,0.31,0.0194,0.0177,0.046,0.044,162,120,162,Tab2,"MLPHvs. MHPH; diet codes from (Turdi, Hu,Ren 2013)",kcal/day,,2.619160171,6.184658438,1.870828693,1.278162744,0.072588153,0.07297897,0.17211624,0.181416648,1.4643,0.1648,1.4261,0.1563,0.5026,0.1343,0.4895,0.1274,-0.9299,0.1442,-0.9056,0.1368,-0.6148,0.1363,-0.5987,0.1293,Exp170_M,0,2,Exp170_M_0_2,31,31,0.163054701,0.136033418,0.165316949,0.13643213
43,ES105,Comp0498,Exp057,Study040,Page,2009,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,-30,43,1,73,D12450B,3.847,0.249431634,D12451,4.76,0.252631579,D12451,4.76,0.252631579,24,43,yes,no,M,656,12,755,12,86.26,12,92.12,12,0.1315,12,0.122,12,0.665,0.64,9.8,11.2,2.13,2.64,0.0026,0.003,0.019,0.021,142,56,142,Table2,Control high fat vs. HF high fat; no info on dame age,kcal/day,calculations_MAME_FB_Comp0497to0498,33.94819583,38.79793809,7.37853644,9.145228264,0.009006664,0.010392305,0.065817931,0.072746134,2.7158,0.3203,2.6221,0.2986,0.7053,0.177,0.6809,0.165,-0.9769,0.1866,-0.9433,0.1739,-0.3604,0.1694,-0.348,0.1579,Exp057_M,0,1,Exp057_M_0_1,24,24,0.309904342,0.169189667,0.322925949,0.16941903
44,ES279,Comp1256,Exp149,Study097,Beltrand,2012,J Nutr Metab,rat,Wistar,0,0,42,1,42,Teklad2018,3.07,0.319862425,D12451,4.76,0.252631579,D12451,4.76,0.252631579,24,42,yes,no,M,391.21,8,408.09,8,52.67,8,53.696,8,0.16,8,0.154,8,0.662,0.648,17.6,17.6,10.16,10.709,0.03,0.03,0.131,0.132,64,85,64,"Fig5, Fig4",CON-S-hf vs. MHF-S-hf; saline injection groups included; SE values for RelIntake and Bodyweights were taken as the last (vidsible) SE vaues from the figures; SE for AbsIntake and RelIntake2 were calculated from these values + means,kcal/g/day,calculations_MAME_FB_Comp1255_1256,49.7803174,49.7803174,28.73681959,30.28962608,0.084852814,0.084852814,0.370523953,0.37335238,0.3391,0.2536,0.3206,0.2267,0.0348,0.25,0.0329,0.2235,-0.0707,0.2502,-0.0669,0.2236,-0.0376,0.25,-0.0356,0.2235,Exp149_M,0,1,Exp149_M_0_1,16,16,0.253212011,0.250039605,0.25367087,0.250045263
45,ES112,Comp0507,Exp062,Study042,White,2009,Am J Physiol Regul Integr Comp Physiol,rat,Long-Evans,0,-28,43,1,71,D12450B,3.847,0.249431634,D12492,5.241,0.249940377,D12492,5.241,0.249940377,26.2,78,yes,no,M,409.52,10,448.41,10,124.72,10,131.18,10,0.3045,10,0.2925,10,1.37,1.346,8.73,17.46,5.23,9.17,0.011,0.017,0.064,0.108,148,69,113,"Fig6B,A","LF-HF vs. HF-HF; no info on temperature, used body weight from week13",kcal/day,calculations_MAME_FB_Comp0503to0508,27.60668397,55.21336795,16.53871216,28.99808614,0.034785054,0.05375872,0.20238577,0.341525987,0.891,0.2198,0.8533,0.2017,0.2737,0.2019,0.2621,0.1852,-0.265,0.2018,-0.2538,0.1851,-0.0855,0.2002,-0.0819,0.1836,Exp062_M,0,2,Exp062_M_0_2,20,20,0.218203022,0.20016769,0.22022558,0.200186323
46,ES281,Comp1258,Exp151,Study099,Dahlhoff,2014,Biochim Biophys Acta,mouse,NMRI,0,-63,21,1,84,E15741-34_contr,3.503,0.377506882,E15741-34,5.004,0.237388724,E15741-34_contr,3.503,0.377506882,24,42,yes,yes,M,37.61,8,39.24,10,21.719,7,31.525,7,0.5775,7,0.8034,7,1.43,2.011,0.94,0.7,1.752,1.501,0.0488,0.0408,0.121,0.102,172,172,172,"Tab2, Tab3",Mat-CD vs. Mat-HFD; ,g/day,calculations_MAME_FB_Comp1258_1259,2.658721497,2.213594362,4.635356297,3.971272718,0.129112664,0.107946653,0.320135909,0.269866634,0.674,0.2376,0.6419,0.2155,2.272,0.4701,2.1269,0.412,1.8983,0.4144,1.7771,0.3632,1.9624,0.4232,1.8371,0.3709,Exp151_M,0,1,Exp151_M_0_1,18,14,0.236445434,0.406247729,0.237876113,0.426336636
47,ES282,Comp1259,Exp151,Study099,Dahlhoff,2014,Biochim Biophys Acta,mouse,NMRI,0,-63,21,1,84,E15741-34_contr,3.503,0.377506882,E15741-34,5.004,0.237388724,E15741-34_contr,3.503,0.377506882,24,42,yes,yes,M,33.42,9,30.26,10,16.114,7,26.021,7,0.4822,7,0.8599,7,1.159,2.017,1,0.7,1.752,1.501,0.0544,0.0534,0.131,0.125,172,172,172,"Tab2, Tab3",Mat-CD vs. Mat-HFD; ,g/day,calculations_MAME_FB_Comp1258_1259,3,2.213594362,4.635356297,3.971272718,0.143928871,0.14128312,0.346593422,0.330718914,-1.2092,0.2496,-1.155,0.2277,2.2954,0.4739,2.1488,0.4153,2.6484,0.5362,2.4794,0.47,2.5328,0.5148,2.3712,0.4512,Exp151_M,0,2,Exp151_M_0_2,19,14,0.246217032,0.486521051,0.250347141,0.519988846
48,ES336,Comp1592,Exp178,Study124,Flynn,2013,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,1,-42,56,1,98,Harlan8640,3.099,0.409276944,Teklad06415,4.619,0.235357047,Harlan8640,3.099,0.409276944,22.5,56,yes,no,F,239.57,8,251.82,6,78.4,8,104,6,0.3273,8,0.413,6,1.287,1.645,6.19,8.55,8,12.5,0.0344,0.0516,0.136,0.205,140,1,140,"Tab1, Fig1",NF-NF vs. HF-NF; ,"kcal/day, kcal/g/day",,17.5079639,20.9431373,22.627417,30.61862178,0.097297893,0.126393671,0.384666089,0.502145397,0.6442,0.3065,0.6031,0.2686,0.9751,0.3256,0.9128,0.2854,0.7766,0.3132,0.727,0.2745,0.8183,0.3156,0.7661,0.2766,Exp178_F,0,1,Exp178_F_0_1,14,14,0.30465701,0.31262771,0.306822067,0.316121217
49,ES291,Comp1344,Exp154,Study102,Gregorio,2013,Eur J Nutr,mouse,C57BL/6,0,0,42,1,42,SC_BR2,4.149,0.43678161,HF_BR2,6.45,0.133567663,HF_BR2,6.45,0.133567663,19,42,yes,no,M,22.2,5,32.2,5,59.88,5,114.88,5,2.6972,5,3.5678,5,5.855,8.499,0.5,1.9,5.14,3.65,0.2394,0.2391,0.52,0.57,105,63,105,"Tab2, text p 762",SC vs. GL/HF; ,g/day,,1.118033989,4.248529157,11.4933894,8.161648118,0.535314674,0.534643853,1.162755348,1.274558747,3.2191,0.9181,2.9076,0.749,5.5178,1.9223,4.9838,1.5683,1.6274,0.5324,1.4699,0.4344,2.1673,0.6349,1.9576,0.5179,Exp154_M,1,1,Exp154_M_1_SC,20,20,0.611353444,0.495804944,0.611353444,0.495804944
50,ES197,Comp0861,Exp116,Study075,Ferezou-Viala,2007,Am J Physiol Regul Integr Comp Physiol,rat,Wistar,0,-35,43,1,78,contr_FR2,3.75,0.271186441,HF_FR2,5.5,0.170212766,HF_FR2,5.5,0.170212766,20,43,yes,no,F,231.3,9,217.2,9,58.7,12,74.3,12,0.2538,12,0.3421,12,0.99,1.313,4,6.6,1.69,6.71,0.0059,0.0291,0.033,0.125,92,28,92,Tab2,Control vs. High-fat;  body weights Tab3 dayPG 92,kcal/day,calculations_MAME_FB_Comp0858to0861,12,19.8,5.85433173,23.24412184,0.0204382,0.100805357,0.114315353,0.433012702,-0.8613,0.2428,-0.8202,0.2203,0.9204,0.1843,0.8887,0.1718,1.2141,0.1974,1.1722,0.184,1.02,0.1883,0.9848,0.1756,Exp116_F,0,2,Exp116_F_0_2,18,24,0.240909112,0.18687148,0.243244973,0.188708281
51,ES195,Comp0859,Exp115,Study075,Ferezou-Viala,2007,Am J Physiol Regul Integr Comp Physiol,rat,Wistar,0,-35,43,1,78,contr_FR2,3.75,0.271186441,HF_FR2,5.5,0.170212766,HF_FR2,5.5,0.170212766,20,43,yes,no,M,401.4,9,350.3,9,90.6,12,94,11,0.2257,12,0.2683,11,1.01,1.161,12.4,13.4,4.43,5.71,0.0086,0.0127,0.058,0.083,92,28,92,Tab2,Control vs. High-fat;  body weights Tab3 dayPG 92,kcal/day,calculations_MAME_FB_Comp0858to0861,37.2,40.2,15.34597016,18.93792755,0.029791274,0.042121135,0.200917894,0.275279858,-1.3194,0.2706,-1.2566,0.2454,0.1982,0.1751,0.1911,0.1627,1.1771,0.2044,1.1346,0.1899,0.6312,0.1829,0.6084,0.1699,Exp115_M,0,2,Exp115_M_0_2,18,23,0.266084543,0.182289176,0.271567333,0.183055533
52,ES325,Comp1501,Exp172,Study119,Wu,1999,AsiaPacJ ClinNutr,rat,Sprague-Dawley,0,-70,21,1,91,LF_JP1,3.518,0.331566995,HF_JP1,4.366,0.341733251,HF_JP1,4.366,0.341733251,27.8,42,yes,yes,M,414,6,541,6,56.36,6,63.52,6,0.1361,6,0.1174,6,0.614,0.566,16,16,0.96,1.43,0.0057,0.0044,0.026,0.021,162,120,162,Tab4,LF vs.HF; Experiment 2,kcal/day,,39.19183588,39.19183588,2.351510153,3.502770332,0.013962092,0.010777755,0.063686733,0.051439285,3.2405,0.7709,2.9912,0.6568,2.4001,0.5734,2.2155,0.4885,-1.4994,0.427,-1.384,0.3638,-0.8292,0.362,-0.7654,0.3084,Exp172_M,0,1,Exp172_M_0_1,12,12,0.70613656,0.357743215,0.780697205,0.362625191
